author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,finish_type,living_meters,kitchen_meters,district,street,house_number,underground,residential_complex,price_per_m2
Whitewill,real_estate_agent,Москва,sale,flat,6,8,4,207.0,420000000.0,-1,-1,-1,131 м²,32 м²,Арбат,Большой Афанасьевский переулок,28,Арбатская,Афанасьевский,2028985.5072463767
Isaev Estate,real_estate_agent,Москва,sale,flat,1,2,-1,355.0,440000000.0,1975,-1,-1,183 м²,53 м²,Пресненский, Малая Грузинская,28,Краснопресненская,,1239436.61971831
Delight Realty,real_estate_agent,Москва,sale,flat,5,8,4,171.0,439500000.0,2012,-1,-1,140 м²,-1,Арбат,Большой Афанасьевский переулок,28,Арбатская,Афанасьевский,2570175.4385964912
Whitewill,real_estate_agent,Москва,sale,flat,4,4,-1,485.0,700000000.0,-1,-1,-1,225 м²,47 м²,Раменки,Минская ,2Вк5,Минская,Снегири Эко,1443298.969072165
Сергей Алексеев,realtor,Москва,sale,flat,7,41,2,75.5,41500000.0,2024,-1,-1,"24,5 м²",30 м²,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,549668.8741721854
Beri,real_estate_agent,Москва,sale,flat,3,10,3,80.4,44890000.0,1953,-1,-1,"47,5 м²","8,6 м²",Таганский,Новоспасский переулок,3К2,Пролетарская,,558333.3333333333
Whitewill,real_estate_agent,Москва,sale,flat,16,30,4,165.5,84000000.0,-1,-1,-1,93 м²,25 м²,Очаково-Матвеевское,Нежинская ,1к3,Давыдково,Кутузовская Ривьера,507552.87009063445
ID 129945155,homeowner,Москва,sale,flat,13,14,2,85.6,85999999.0,1939,-1,-1,50 м²,30 м²,Таганский,Гончарная ,38,Таганская,,1004672.8855140187
Prime,real_estate_agent,Москва,sale,flat,13,15,3,136.2,105000000.0,-1,-1,-1,-1,25 м²,Раменки,Ломоносовский проспект,29к3,Ломоносовский проспект,Квартал Шуваловский,770925.1101321586
SHOW ME,real_estate_agent,Москва,sale,flat,18,20,4,183.0,105200000.0,-1,-1,-1,118 м²,30 м²,Левобережный,Ленинградское шоссе,69к3,Беломорская,Aquatoria,574863.3879781421
Whitewill,real_estate_agent,Москва,sale,flat,26,39,3,122.0,109900000.0,2017,-1,-1,75 м²,13 м²,Раменки,Минская ,2,Минская,Долина Сетунь,900819.6721311476
NIKA ESTATE,real_estate_agent,Москва,sale,flat,2,9,3,119.4,112236000.0,-1,-1,-1,85 м²,15 м²,Таганский,Серебрянический переулок,6,Китай-город,Титул на Серебрянической,940000.0
Whitewill,real_estate_agent,Москва,sale,flat,4,6,3,111.3,133560000.0,2023,-1,-1,59 м²,15 м²,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa,1200000.0
Time Property,real_estate_agent,Москва,sale,flat,9,17,4,160.0,195000000.0,-1,-1,-1,-1,13 м²,Пресненский,2-я Черногрязская ,6к2,Улица 1905 года,RedSide,1218750.0
Webster,real_estate_agent,Москва,sale,flat,2,4,4,245.4,230000000.0,2003,-1,-1,-1,"14,5 м²",Крылатское,Островной проезд,10к2,Молодёжная,Остров Фантазий,937245.3137734311
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,1,2,-1,352.0,440000000.0,1975,-1,-1,"182,5 м²",53 м²,Пресненский, Малая Грузинская,28,Краснопресненская,,1250000.0
Аврора Проперти,real_estate_agent,Москва,sale,flat,1,14,3,78.7,36990000.0,2021,-1,-1,-1,10 м²,Марьина роща,Складочная ,8к2,Дмитровская,Шереметьевский,470012.70648030494
ID 87652903,unknown,Москва,sale,flat,20,23,2,62.0,36900000.0,2022,-1,-1,-1,"13,8 м²",Хорошевский, Зорге,9к2,Полежаевская,Рихард,595161.2903225806
AR Realty - Real Estate Agency,real_estate_agent,Москва,sale,flat,7,25,4,100.0,47500000.0,2021,-1,-1,64 м²,20 м²,Раменки, Янковского,1к1,Аминьевская,Событие,475000.0
Contact Real Estate,real_estate_agent,Москва,sale,flat,9,12,3,85.8,49980000.0,2019,-1,-1,-1,25 м²,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская,582517.4825174825
SHOW ME,real_estate_agent,Москва,sale,flat,2,10,2,69.4,69900000.0,2019,-1,-1,-1,-1,Тверской, Палиха,4,Менделеевская,Клубный дом Maison Rouge,1007204.6109510085
Антон Ермолаев,realtor,Москва,sale,flat,10,67,2,69.6,79500000.0,2023,-1,-1,-1,"12,8 м²",Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers,1142241.3793103448
Kalinka Group,real_estate_agent,Москва,sale,flat,5,7,3,125.3,90000000.0,-1,-1,-1,-1,-1,Очаково-Матвеевское,Староволынская ,15к3,Матвеевская,Ближняя дача,718276.1372705507
Contact Real Estate,real_estate_agent,Москва,sale,flat,13,34,3,88.0,95000000.0,-1,-1,-1,-1,25 м²,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,1079545.4545454546
Point Estate Город,real_estate_agent,Москва,sale,flat,25,30,4,170.0,96000000.0,-1,-1,-1,150 м²,15 м²,Очаково-Матвеевское,Нежинская ,1к4,Славянский бульвар,Кутузовская Ривьера,564705.8823529412
SHOW ME,real_estate_agent,Москва,sale,flat,19,20,4,183.0,106000000.0,2023,-1,-1,118 м²,30 м²,Левобережный,Ленинградское шоссе,69к3,Беломорская,Aquatoria,579234.9726775957
Apple Real Estate,real_estate_agent,Москва,sale,flat,1,4,4,212.7,118000000.0,-1,-1,-1,116 м²,15 м²,Крылатское,Островной проезд,5К1,Молодёжная,Остров Фантазий,554771.9793135872
NIKA ESTATE,real_estate_agent,Москва,sale,flat,22,78,2,169.5,136790000.0,2020,-1,-1,78 м²,70 м²,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,807020.6489675516
Verges of estate,real_estate_agent,Москва,sale,flat,3,13,4,152.0,195000000.0,2025,-1,-1,-1,-1,Дорогомилово, Братьев Фонченко,,Парк Победы,Victory Park Residences,1282894.7368421052
Whitewill,real_estate_agent,Москва,sale,flat,3,8,4,250.5,210000000.0,-1,-1,-1,160 м²,"10,5 м²",Пресненский, Гашека,2С1,Маяковская,,838323.3532934132
Whitewill,real_estate_agent,Москва,sale,flat,8,10,4,168.8,221519615.0,-1,-1,-1,"116,4 м²",20 м²,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре,1312319.9940758294
Contact Real Estate,real_estate_agent,Москва,sale,flat,5,12,4,137.0,300000000.0,2016,-1,-1,-1,20 м²,Хамовники, Усачева,13,Спортивная,Садовые кварталы,2189781.02189781
Contact Real Estate,real_estate_agent,Москва,sale,flat,5,12,3,135.0,300000000.0,2016,-1,-1,-1,20 м²,Хамовники, Усачева,13,Спортивная,Садовые кварталы,2222222.222222222
ALVO Group,real_estate_agent,Москва,sale,flat,1,3,-1,324.0,388800000.0,2021,-1,-1,230 м²,18 м²,Тверской,Долгоруковская ,23А,Новослободская,Cameo Moscow Villas,1200000.0
Славянский Двор Остоженка,real_estate_agent,Москва,sale,flat,4,7,3,231.0,400000000.0,-1,-1,-1,-1,16 м²,Хамовники,переулок Коробейников,1,Парк Культуры,Кристалл Хаус,1731601.7316017316
Contact Real Estate,real_estate_agent,Москва,sale,flat,2,15,-1,270.0,450000000.0,-1,-1,-1,-1,19 м²,Хамовники, Усачева,11,Спортивная,Садовые кварталы,1666666.6666666667
Soul Estate,real_estate_agent,Москва,sale,flat,6,8,4,206.5,450000000.0,-1,-1,-1,-1,36 м²,Арбат,Большой Афанасьевский переулок,28,Арбатская,Афанасьевский,2179176.755447942
PROНЕДВИЖИМОСТЬ,real_estate_agent,Москва,sale,flat,2,9,3,49.0,10200000.0,-1,-1,-1,28 м²,6 м²,Чертаново Южное,Дорожная ,14к1,Покровское,,208163.26530612246
Татьяна Серебрякова,realtor,Москва,sale,flat,14,16,1,40.0,12700000.0,-1,-1,-1,-1,"8,5 м²",Марьино,Новомарьинская ,16К1,Братиславская,,317500.0
Татьяна Швецова,realtor,Москва,sale,flat,7,19,1,39.6,19500000.0,2026,-1,Без отделки,"14,8 м²","14,1 м²",Даниловский,3-я оч.,к8,ЗИЛ,Shagal,492424.24242424243
RND,real_estate_agent,Москва,sale,flat,4,56,1,50.8,22500000.0,2024,-1,-1,-1,20 м²,Раменки,проспект Генерала Дорохова,вл1к3,Аминьевская,Will Towers,442913.3858267717
Елена Нестерова,realtor,Москва,sale,flat,4,6,2,59.0,34000000.0,2022,-1,-1,42 м²,10 м²,Марьина роща,1-я Ямская ,4,Марьина Роща,Премиум-квартал JAZZ,576271.186440678
EstateLiga,real_estate_agent,Москва,sale,flat,4,11,2,63.0,37500000.0,2023,-1,-1,"30,2 м²","12,2 м²",Раменки,Винницкая ,8к4,Раменки,Настоящее,595238.0952380953
MONEYARD,real_estate_agent,Москва,sale,flat,41,44,-1,86.4,40200000.0,2025,-1,Без отделки,"29,3 м²","5,3 м²",Хорошево-Мневники,к2/2,к2/2,Шелепиха,Сидней Сити ЖК,465277.77777777775
Татьяна Швецова,realtor,Москва,sale,flat,13,27,2,70.7,41600000.0,2025,-1,Без отделки,"24,2 м²","26,8 м²",Даниловский,2-я оч.,к4.1,ЗИЛ,Shagal,588401.6973125883
Ключи,real_estate_agent,Москва,sale,flat,5,7,3,68.0,43000000.0,2006,-1,-1,45 м²,18 м²,Тверской,3-й Самотечный переулок,13,Достоевская,,632352.9411764706
Евгений Сопов,realtor,Москва,sale,flat,16,25,2,73.5,48900000.0,2022,-1,-1,-1,23 м²,Раменки, Янковского,1к3,Аминьевская,Событие,665306.1224489796
MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,5,8,4,72.1,59500000.0,-1,-1,-1,50 м²,7 м²,Арбат,Большой Николопесковский переулок,12,Смоленская,,825242.718446602
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,Москва,sale,flat,26,41,3,109.0,67000000.0,-1,-1,-1,"83,5 м²",20 м²,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,614678.8990825688
Whitewill,real_estate_agent,Москва,sale,flat,25,34,3,83.6,77750000.0,2024,-1,-1,64 м²,10 м²,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,930023.9234449761
Kalinka Group,real_estate_agent,Москва,sale,flat,20,24,3,151.0,96750000.0,2009,-1,-1,"137,7 м²","8,4 м²",Очаково-Матвеевское,Староволынская ,12к5,Матвеевская,Волынский,640728.4768211921
Татьяна Швецова,realtor,Москва,sale,flat,27,27,4,179.0,124000000.0,2025,-1,Без отделки,"66,9 м²","36,3 м²",Даниловский,2-я оч.,к4.1,ЗИЛ,Shagal,692737.4301675977
Intermark Real Estate,real_estate_agent,Москва,sale,flat,2,4,3,140.0,172514904.0,1903,-1,-1,106 м²,20 м²,Мещанский,Рождественский бульвар,10/7С1,Трубная,,1232249.3142857142
Contact Real Estate,real_estate_agent,Москва,sale,flat,4,9,4,149.0,170000000.0,2018,-1,-1,-1,25 м²,Таганский,Котельническая набережная,21,Таганская,Симфония набережных,1140939.5973154362
BARNES International Realty,real_estate_agent,Москва,sale,flat,6,11,4,168.3,250000000.0,2012,-1,-1,-1,20 м²,Хамовники,2-я Фрунзенская ,8,Фрунзенская,Андреевский,1485442.66191325
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,Москва,sale,flat,4,5,3,150.56,280000000.0,-1,-1,-1,-1,-1,Хамовники, Усачева,15А,Спортивная,Садовые кварталы,1859723.6981934113
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,Москва,sale,flat,5,8,4,173.6,312400000.0,-1,-1,-1,-1,"29,8 м²",Хамовники, Усачева,15А,Спортивная,Садовые кварталы,1799539.1705069125
Contact Real Estate,real_estate_agent,Москва,sale,flat,7,8,5,265.0,450000000.0,2018,-1,-1,-1,40 м²,Таганский,Котельническая набережная,21,Таганская,Симфония набережных,1698113.2075471699
Point Estate Город,real_estate_agent,Москва,sale,flat,12,13,-1,468.0,560000000.0,-1,-1,-1,374 м²,-1,Арбат, Новый Арбат,27,Смоленская,Новый Арбат,1196581.1965811965
GloraX,developer,Москва,sale,flat,2,21,-1,35.5,23289999.0,2025,Монолитный,-,"21,3 м²","7,1 м²",Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская,656056.309859155
BARNES International Realty,real_estate_agent,Москва,sale,flat,6,24,1,47.0,27400000.0,2024,-1,-1,-1,16 м²,Тропарево-Никулино,проспект Вернадского,80,Юго-Западная,Клубный дом Full House,582978.7234042553
ALVO Group,real_estate_agent,Москва,sale,flat,4,6,1,28.5,28500000.0,2023,-1,Чистовая,15 м²,"6,3 м²",Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa,1000000.0
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,Москва,sale,flat,2,9,3,74.0,29500000.0,-1,-1,-1,47 м²,20 м²,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам,398648.64864864864
